"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 18 11:19:48 GMT 2023","Thu May 18 11:20:37 GMT 2023","48650","","Get search data","","","","should get data from a search",""
