"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 18 10:59:05 GMT 2023","Thu May 18 10:59:43 GMT 2023","37713","","Get search data","","","","should get data from a search",""
